1/1	"I don't need the vaccine," they said while enjoying life without polio, tetanus, hepatitis A, hepatitis B, rubella, measles, whooping cough, the mumps, smallpox, diphtheria, rabies, rotavirus, pneumococcal disease, HPV, meningococcal disease, shingles and a bunch of 1800s stuff
1/1	"I feel extreme confidence in the safety and the efficacy of this vaccine and I want to encourage everyone who has the opportunity to get vaccinated to do so." Very well said, sir!! Thank you so much for all your hard work during this pandemic. You are a true hero!
1/1	"I'd rather be dead....than have a vaccine". The most ridiculous statement which shows the mentality of anti-vaxxers.
1/1/1/1	"I'm NoT GeTTiN iT cAuSe I'm heALthy " Yall. Kids and people with certain illness can't get this. We need to protect them.
1/1	"I've had my vaccination to protect myself and my family, but also to protect the patients that I'm looking after and my fellow colleagues"
1/1	"If you love your NHS, if you want to protect your NHS, this is the best way to do it." A message from GP Dr Amir Khan to everyone about the importance of getting the #COVID19 vaccine
0/0	"Immunised" what kind of lie is that!? There is no such thing. This is a genetic engineered cell insertion to replace your natural immune system. It is permanent and irreversible and experimental. You will still wear a mask and now spew out more virile virus mutations.
0/0/0	"Isn't one in a million an acceptable number?" Not until it is you or a loved one you care about!
0/0	"It's literally like a ransom for our freedom." ðŸ‘
0/0	"It's perfectly safe!"..........Famous last words of EVERYONE on the Titanic also!
1/0	"Laura is concerned about the virus because of what she has seen online". I'm afraid that's because Laura is poorly educated and can't think critically, not because those concerns have merit.
0/0	"Manufacture, genome split, matter of days.." uh, HELL no
0/1	"Maybe it causes infertility, maybe not. Now trust the science and take your shot, bigot!"
0/0	"My body, my choice!" Right, liberals? ... Oh, it doesn't apply here?
1/0/0	"My body, my choice" seems to only apply when you want to kill children and not protect them.
1/0	"My mom died, my grandparents died, my uncle died... oh yeah and also I dont wear a mask covids not that serious"
0/0	"NEVER be first in line, for next best thing"... 107yr old- D. ROSS
0/0	"Natural immunity" lasts a life-time with a 99.7 % survival rate if you get the natural infection, where as a Vaccine never provides lasting immunity, EVER, and carries numerous life-threatening risks with every jab. And lastly, you're 100% liable if you or child dies from their Vaccine products, because they've been granted 100% product liability immunity!
1/1	"No amount of evidence will ever persuade an idiot”
0/-1	"No one went to the hospital or died." That's reassuring.
1/1	"Norway patient died after being injected with covid 19 vaccine" But another 100 million people didn't!!
0/0	"Pandemic" carries no specificity of severity of illness. Alot of covid deaths are not from covid so it's getting very fishy. I'll take the germ over the vaccine. I like my odds. I probably had it already in February.
1/-1	"Parents know better", of course they do, a doctor doesn't study for 11 years to be a pediatrician, is only 11 minutes
0/0	"People will need a 3rd dose ..of the vaccine and might need to get vaccinated every year".... I don't know how people cannot see the cosmic , colossal BS , brainwashing, manipulation, lies , nonsense of this " vaccine " !!!!!!
1/0	"Please give me the ingredients in the vaccines," I asked. They said "WE throw the inserts away." They wouldn't give it to me...🤔 I am not anti vaccine, I am pro SAFE VACCINE. My mother was anti vaccine and I have had ALL my childhood diseases.
1/1	"Remember, vaccines work, vaccines are safe, and it's the way out of this misery, which we're all experiencing," Dr. Constantinescu says.
0/0	"SEE I TOLD YOU HOW DANGEROUS AND DEADLY THESE VACCINES WERE!!!!!"
0	"Side effects are minimal" do you have source for that? Or is that your assumption based on previous vaccines? I'm not saying vaccines are bad. I'm grateful for all the diseases that went away because of them but with viruses it's different.
1/1	"Side effects include not dying or getting your love ones killed" Sign me up.
0/0/0	"Side effects of the drug are worse than what the drug is supposed to treat" Katt Williams.
0/-1	"So how many times are we going to have to repurchase your product?" Great line of questioning
1/0	"So, how do these memory cells work? Do they fight back?" "No, they do something worse. They remember..."
0/0	"The UK started vaccinating the elderly on Dec 8th. By January 8th, four weeks later, nursing home deaths had risen by 46%."
1/1	"The benefits far outweigh the risks".
1/1	"The biggest side effect of vaccines, is fewer dead children" Damn, dropping the hammer. Thank you for this. It's time we stopped treating this like a debate.
0/0	"The company that sells the products and has legal immunity from damages tells me it's safe :)" Oh OK....
0/0/0	"The full research hasn't been published yet" then he continues to say how safe it is.
1/-1	"The only thing worse than a fool....... is a fool who thinks themselves clever"
0/0	"The vaccine should be tested on politicians first. If they survive, THE VACCINE IS SAFE.
0/0/0/0/0/0/0	"The vaccine should be tested on politicians first. If they survive, THE VACCINE IS SAFE. If they don't, then THE COUNTRY IS SAFE" by Polish Author.
1	"There is no evidence there's a pandemic" me: HOW ABOUT MORE THAN TWO MILLION PEOPLE DEAD CAUSE OF ONE VIRUS?!
0/0	"They say I'm that 1 in a million" ~113M have had at least one shot. 460 reports of bells palsy 2342 reports of deaths 56,869 total reports of adverse events ranging in severity I don't think vaccine injuries are only "1 in a million"
0/1	"They're not the toxicity, they're immune system responding." Gimme a fucking break
1/1	"This is something that the evidence has shown in rigorous scientific analysis to be safe and effective so I’m rolling up my sleeve, and I’m saying, bring it on.” Absolutely, sir! Bring it on!!
1/1	"This suggests it is the vaccine, and not just the country's current lockdown, taking effect." Excellent research and reporting. Australian should follow suit
0/0	"This video has been supported by a grant from the Bill & Melinda Gates Foundation." I guess anyone can be bought now days. Kurzgesagt doing their part in the plandemic.
0/0	"Trust science!" Gets bells palsy!
0/-1	"Trust the government " 🤣
0/-1	"Trust us. We are from the government, and we're here to help."
1/1	"Vaccination has greatly reduced the burden of infectious diseases. Only clean water, also considered to be a basic human right, performs better.1 Paradoxically, a vociferous antivaccine lobby thrives today in spite of the undeniable success of vaccination programmes against formerly fearsome diseases that are now rare in developed countries."
0/0	"Vaccination is one of the best ways to protect yourself from COVID-19." The manufactures explicitly state that it doesn't prevent contraction or transmission. There is many reports from around the world that fully vaccinated people are testing positive. The WHO is lying to you and FB is making money off it.
1/-1	"Vaccine hesitant" community?! Lol. Ok, that's a nice way to put it.
0/0	"Vaccines are UNAVOIDABLY UNSAFE" 2011 SUPREME COURT RULED! NO THANKS
1/1	"Vaccines are not 100 percent effective and has side effects" you know what else isnt 100 percent effective or has side effects? -surgery -over the counter medicine -prescription medicine -medical devices -airbags -seatbelts -bridges -safety devices -chemotherapy -physical therapy yet we still use all of this stuff for various reasons
0/0/0/0/1/0	"Vaccines are safe" so is Russian roulette until it isn't.
0/0	"Vaccines for population control" - He said that, never forget it people
1/1	"Vaccines work!" Yes, yes, yes!!! Let's shout it from the rooftops!
1/1/0/1	"Wait so the Golden Gate Bridge is only 99.7% stable? I'll swim instead." "Wait so there's small chance of drowning in a pool? Guess I'll stay on land then." "Wait so there's a 1 in a billion chance that this plane might crash? Guess I'll not fly then." "Wait so there's a 0.001% of developing severe side effects from the COVID 19 vaccine? Guess I won't take it." Anti-Vaxx Logic
0/1	"We are not liable for any deaths or damages, but ... you MUST take it. It's safe."
0/0	"We ll make you invalids". Pf.zer. who wants my dose? For free
1/1	"We nEeD a VaCcInE tO Go BaCk To NoRmAl!" vaccine: exists "I think ill pass..."
1/1	"We want to acknowledge that this is a sensitive topic." This is a topic where there is a clear right and a clear wrong. If you can get the COVID vaccine, you need to get it. That's it. Fuck you Jubilee for platforming anti-vaxxers.
0/0	"What makes these vaccines more appealing". I am laughing my head off.
0/-1	"YOU CAN NOT BUY OR SELL WITHOUT THE MARK OF THE BEAST" BOOK OF REVELATION.
0/0	"You are not a patient, you are the entire Factory." you get what ı am saying
0/0	"Your Body, My choice" -Bill Gates, probably.
0/-1	"be scared, the future is dark"
1/1	"don't worry, this will all be over when we have a vaccine"
0/0	"it should still protect"...that's dubitative, not a certain.
0/0	"its for your own safety" nazis would say…
1/1	"parents know their children best" As someone with parents they most certainly do not.
1/0	"provaccine"?? Lol, you misspelled "common sense"
1	"she's afraid of having a bad reaction after a flu shot last year left her with cold symptoms." Wait until she actually gets the flu or Covid. Those cold symptoms will seem like heaven.
1/-1	"the government is tracking you with them" while they're typing on Facebook
1/1	"the magic has started".. Corona hospital admissions and showing a steep decline after vaccination! Light at the end of the Tunnel at last..
1/1	"there are statistics that shows the unvaxxed being healthier than those who are vaxxed" - no there are not. this is the sort of misinformation that is invented and spread by snake oil salesmen trying to undermine medicine and science to drum up business for their worthless (but expensive) 'alternative' therapies, supplements, books and dvds. the risk of harm from vaccines is tiny compared to the risk of harm from the diseases they prevent.
0/0	"vaccinating against the coronavirus". No vaccine keeps you from getting covid and no vaccine cures you of it.
0/1	"vaccine"
0/0	"when you get your shot" LMAO Im not taking no vaccine, if they make it mandatory; oh wait they cant because thats a human rights violation
0/0	"with an abundance of caution" Right... an abundance of caution would have been not to vaccinate people with experimental ingredients.
1/1	#2 tomorrow. We'll see how it goes. I never been more excited to get a shot.
1/-1/-1	#AstraZeneca has sent Adar Poonawalla's Serum Institute of India (SII), its partner and producer of the #coronavirus vaccine #Covishield, a legal notice over vaccine supply delays.
1/1	#COVIDVaccination so relieved
1/1	#CoronaUpdate India approves Suptnik V vaccine for emergency use.
1/1	#CovidVaccines have been subject to the same safety tests as any other clinical trial.
1/1	#IVaccinateBecause it's not just myself, but everyone else I encounter whom I can protect from COVID-19 and other diseases with the groundbreaking tools at our disposal. Spritze So fortunate to have been able to receive an extra dose of the Pfizer vaccine today! Next dose: Feb 26.
0/0	#JUST SAY NO! You do not have to take the experimental deadly vaccine! 👈
0/0	#JUSTSAYNO #NoMasks #NoVaccine #NoVaccinePassports https://t.co/07efmZnHjA
1/1	#Moderna vaccine #2! Thank you, science!!
0/0	#MyBodyMyChoice #NoVaccine
0/0	#NoVaccine needed...
0/0	#Pfizer keeps on #KILLING people!
1/1	#UGANDA: The government announces a plan to procure 18 million doses of the Astra Zeneca #COVID19 Vaccine from the Serum Institute of India. The Vaccine will be used to vaccinate persons from the age of 50 years and above with underlying health conditions, health workers, etc
1/1	#Vaccination against #COVID19 is the first step towards resuming a safe and normal life,
1/1	#WashingtonState go get your #vaccine!
1/1	#covidvacine #trypophobia #2ndshot https://t.co/6TCgZExBuP
1/1	#iamhere to thank for sharing these infos. Vaccines are the way out of this pandemic. And WHO is working to protect all of us
1/1	#iamhere to thank for sharing this information, in this difficult moment we are living, a complete and correct communication is essential. Vaccines have always helped humanity and will do so even now.
0/0	#novaccine is my choice #nomask is my choice - my body my choice my #freedom
0/0	#plandemic #SCAM #COVID19 #Covid19UK #CovidVaccine #theyarelying…
1/0	#vaccinate you fucks
1/1	#vaccination is important but moves to make it mandatory do not sit right with me #ryanair #vaccineUK
0/0	#wtaf #EnoughIsEnough #CrimesAgainstHumanity #COVID19 #NoMasks #novaccine https://t.co/7JaD7GZLWl
0/0	$ Scam all the way around. Heavy push by our government, media, and Pharma for everyone to get vaccinated due to the Billions the US Government has spent on doses. Read this!
1	& everyone who's saying it's the govt trying to track us.. Uhhh y'all got a cell phone right??
1/1	'I really hope that, as more people get vaccinated, we will move further along the path back to a more normal way of life.'
1/0/-1	'No point dying now when I've lived this long' Quote of the year.
0/0	'The experts have admitted they 'dont know why this is happening'. But but but I thought it was FULLY TESTED???????
1/1	'm in my 30s and generally healthy, so I'll be one of the last people to get it, but when I can, definitely. It's the only way we're going to get back to anything that looks like a normal life.
1/-1	,u.s. capitol police to receive enough covid-19 shots to vaccinate all officers
0/0	. PLEASE, DO NOT TAKE THE COVID VACCINE.. PLEASE, DO NOT TAKE THE COVID VACCINE ..
0/0	... free speech ! Don't trust the government or their lackeys
0/0	.............they'll protect us until they are ready to launch the next scam.
0/0	....while the government and the media hype the jab... What kind of side effects are unknown/unreported? ...dna permanantly altered? Have to be stupid (and scared) to take that poison.
1/1	...I just don't understand why so many people who don't believe in the value of vaccines constantly feel the need to preach to everyone else not to get vaccines...when they benefit from the fact that the rest of us are vaccinated Read, be informed, but this gospel that all vaccines are bad is...sad. And I'm not sure where and why I keep seeing 72 doses of vaccines by the time a child is 5...I have 2 kids under 5, but get all their vaccines...number barely reaches a dozen of yall up in the 70, or beyond 20, sounds like the issues is your doctor, not the vaccine...
0/-1	...Read, The Vaccine Papers, by Janine Roberts.
0/0	..If you "think" that a vaccine is going to free you from the threats of a "virus" then run to get vaccinated, but then don't ask yourself why you are still the same as everyone else, although it is not like that, now you are poisoned and the others are NOT ...! r-evolucion-revelacion.es/sometimiento-o-desafio/
1/-1	.0001% basically and they suspend the vaccine.
0/0	.I don't trust anyone.
0/0	.but what about those mutations ⚠️ from the Covid19 ?
1/1	0.00001% chance to form blood clots. You are good. Like odds more likely someone breaks into your house and murders you while you sleep tonight.
0/0	0.05% deaths from Covid those odds are fine by me. Don’t do it!!!
0/0	0.3% of people dying to the vaccine is literally equal if not greater to mortality from Covid 19.....
0/0	1 Month later: All are dead. There is heavy metal in the doses. Whether they admit it or not.
0/0	1 in 1 mil? How did you figure that out so quick? What a load of BS!
0/0	1 in 12 chance of dying in the next year for people 80 and over.
0	1 in 520 people have been died from Covid in the UK. Not a Pandemic, No health Crisis.
0/0	1 more good reason to homeschool! My body! My choice! NO VACCINES
0/0	1 more reason not to get the shot
0/0	1 out of 36 children have brain damage, aka autism. Vaccines are causing a chemical lobotomy.
1/1	1 shot, and you don’t die. That should be the focus, that’s enough to get this out there ASAP, we’ll figure out logistics and booster shots along the way.
0/0	1 side effect no kids for men your sperm count goes to 0 and for women u cant produce kids so think of depopulation will work of they cam stop young peopel having kids I've heard that's what the idea is obviously so will still be able to produce a kid but like 90percent will struggle..I taught the vaccines would kills but it more on your dna u cant procreate
1/1/1	1 vaccination death for every 10,000 Covid deaths over the same time period. Would take that anyday. UK has recorded more deaths due to diarrhea following Pfizer jabs for reference sake.
0/0	1% death rate is not a pandemic and an untested "vaccine" is an experimental drug. No wonder the drug companies have an agreement that they can't be sued "if" there are any deaths.
0/-1	1) You can still get Covid with the vaccine 2) you can still spread Covid 3) must still social distance 4) must still wear a mask..... What part is confusing to you
0/0	1,170 died because of the vax and he's not bothered but say's they would of died anyway, well we'll never know will we...
1/-1	1. Immunity takes time. 2. The vaccine is effective, but not 100%. 3. It's unclear how long immunity lasts. 4. Whether someone who has been vaccinated can still infect others is unknown
0/-1	1. The peer-reviewed medical studies on the efficacy of masks at preventing the transmission of viruses all conclude that-- They Do Not. 2. The CDC's PCR testing amplification cycles were set to 40 cycles and at 33 cycles, they still couldn't detect any live virus, meaning that there were MILLIONS of false positives. 3. Looking at the way the numbers were collected, analyzed and reported-- I realized that it's asinine to lend any credibility to any of them, as their failure to collect relevant data has fatally flawed the ability to have an accurate account that meets any sort of unbiased scientific standard, making the data-- by definition-- unreliable. 4. "People that are asymptomatic can spread the virus while appearing healthy". Seems to be the concept driving mask mandates, however; Asymptomatic individuals have NEVER been the drivers of Outbreaks, Epidemics, nor Pandemics-- EVER, in the history of airborne viruses of ANY type. I'm not aware of any conclusive unbiased data which shows the breakdown of the transmission rate of asymptomatic SARS-covid2, c19, influenza, swine flu, bird flu or any other... relative to being the driver of an outbreak that rises to the level of an epidemic or a pandemic. Link? Crickets... 5. We've had flu vaccines for decades and the flu and flu deaths are still with us-- And, we didn't have lockdowns and mask mandates for that and we shouldn't for the same reason with this, Especially considering that the current treatment has a success rate of 99.7%. Panic over .3% is the act of someone who's unhinged and bordering on Paranoid hysteria
0/-1	1. This isn’t a “vaccine.” And 2. This experimental drug doesn’t stop the spread of the virus.
0/0	1. these are not vaccines, they are experimental mrna and dna gene therapy. 2. they were approved under emergency authorization and haven't been properly tested. 3. anyone taking this experimental gene therapy will be test subjects.
0/0	10 years from now... IF YOU OR A LOVED ONE TOOK ANY CORONAVIRUS VACCINATION YOU MIGHT BE ENTITLED TO A CASH SETTLEMENT....
1/0	10% die from the Vax. 25% become disabled. 100% get side effects. It's Russian Roulette.
0/0/0/0	10% out of 43000 got the virus AFTER the vaccine? That’s 4300 people that got the virus. I don’t like those odds..
1/-1	10,000's will be now be put off by the story - shame BBC
1/1	10/10 my guy! My whole family is vaccinated I'm waiting to get my own appointment in Georgia
0/0/0/0	100% of people SHOULD avoid rushed vaccines if they are advanced through approval processes without due diligence.
1/1	100% safe, for all we know they might do nothing at all ! But just feeling safe from receiving it is a blessing in itself
1/1	100% to avoid death or hospitalization is all I care about. Even better when u can achieve it by simply getting one shot.
1/1	100's of millions of people have done it. You don't see people turning into aliens or vegetables now do you.
1/1	10000% yes
1/1/1/1	1000000% the doctors nurses and health workers should be priority to vaccination without them we would fail against covid !
0	11 months on and still no symptoms. I feel great. No vaccine and have been visiting my 91 year old nan who smokes ALOT and she's fine.
0/0	1170 deaths. "Am I concerned about that? And the answer is no." So he lost me there!.... Bye!
0/0	13 #Israelis suffer Facial Paralysis after taking #Pfizer vaccine. So many cases of covid vaccine reaction has been reported from all over the world and yet people are eager to take vaccine. Unbelievable!
1/1	13k idiots (downvoted) who dont wanna take vaccine. Natural selection. Let the people who wanna be safe. Don’t take it. More for the smarter people.
0/0	14 obvious crucial questions about the Covid vaccines “They” originally promised the only way back to “normal” was a vaccine for coronavirus. “They” obviously lied. Fri Jan 29, 2021 - 8:26 pm EST January 29, 2021 (LifeSiteNews) - According to the government... If I get vaccinated: 1.- Can I stop wearing the mask? Government Response - No 2.- Can they reopen restaurants, pubs, bars etc and everyone work normally? Government Response - No 3.- Will I be resistant to covid? Government Response - Maybe, but we don't know exactly, it probably won't stop you getting it 4.- At least I won't be contagious to others anymore? Government Response - No you can still pass it on, possibly, nobody knows. 5.- If we vaccinate all children, will school resume normally? Government Response - No 6.- If I am vaccinated, can I stop social distancing? Government Response - No 7.- If I am vaccinated, can I stop disinfecting my hands? Government Response - No 8.- If I vaccinate myself and my grandfather, can we hug each other? Government Response - No 9.- Will cinemas, theatres and stadiums be reopened thanks to vaccines? Government Response - No 10.- Will the vaccinated be able to gather? Government Response - No 11.- What is the real benefit of vaccination? Government Response - The virus won't kill you. 12.- Are you sure it won't kill me? Government Response - No 13.- If statistically the virus won't kill me anyway ... Why would I get vaccinated?" Government Response - To protect others. 14.- So if I get vaccinated, the others are 100% sure I'm not infecting them? Government Response - No So to summarize, the Covid19 vaccine... Does not give immunity. Does not eliminate the virus. Does not prevent death. Does not guarantee you won’t get it. Does not prevent you from getting it. Does not stop you passing it on Does not eliminate the need for travel bans. Does not eliminate the need for business closures. Does not eliminate the need for lockdowns. Does not eliminate the need for masking. So...what is it actually doing? You haven’t forgotten that “they” originally promised the only way back to “normal” was a vaccine for coronavirus. “They” obviously lied. In addition, a number of prominent leaders have lately been insisting there will be no return to normal. They are now very open about saying that everything has permanently changed to a “new normal.” Klaus Schwab – founder of the World Economic Forum – makes it very clear in this excerpt from a talk by him. Everything that we are going through right now, including very dangerous, catastrophic lockdowns, will remain with us forever. Dr. Simone Gold talk below) that are not allowed to be used, is their excuse for this dramatic, imposed change on the entire world population for a virus and for the large majority of the population. Their supposed solution of the “experimental” covid vaccine, as you can see from the above list, is not really a medical solution at all. It is not only not effective, it is increasingly looking to be unusually dangerous for an alleged “vaccine”, which it is not. Dr. Gold has recently given one of the best talks to date on the virus and dangers of the “experimental” vaccines. Everyone should watch this talk. It should be promoted around the world. So, again, what is the real purpose of these vaccines? They have already told us – control of everyone to impose a New World Order/4th Industrial Revolution. We will all be required to have a vaccine passport or digital proof of vaccine, just as in Communist China, in order to enjoy already God-given rights and freedoms. Democracy and national sovereignty will be taken away and replaced by rule by a small, very powerful and wealthy elite. Everyone needs to stop watching all television and newspaper news and actively organize to oppose this world tyranny. Anyone who believes any of their propaganda and goes along with it is making the biggest mistake of their lives.
0/0	15 days to flatten the curve didn't stop the tyranny. Wearing masks didn't stop the tyranny. Lockdowns didn't stop the tyranny. Taking the vaccine didn't stop the tyranny. Compliance isn't helping you.
1/1	16yo and over can get vaccinated today!
0/0	17% of test subjects had side effects from the vaccine. Not mild vaccine, most stage 3 and some stage 4. Stage 5 is death.
1/1	18% pop had first vaccine dose. This is massive achievement. My parents both had the vaccine now as have several other family members who are front line or clinically vulnerable. With every one we all do a little cheer.
0/0	181 deaths within the first 2 weeks of trial vaccines in the US alone! This was the very beginning. They're keeping the numbers hidden.
0/0	1984 probably
0/1	1:41 This is the moment I realized that anti Vax people don't have a particular reason not get vaccinated.
0/0	1million people - 8 people had reaction (I assume more).. Covid cases is 24.7million.. 41,000 deaths (Also assume numbers is lies).. That is a .0062% from 1million people that died from Covid. Yet soon, this Vax will become Mandatory.. lol Pfizer really wants this money.
1/1	1st shot of covid vaccine yesterday ~ Zero Side Effects !!! Happy!
1/-1	2 good things today:
1/-1	2 is rookie numbers. Estimates have 2m by next Monday. We may peak at 6.5. Probably mid March.
0/1	2 more reported today and another in critical condition. How many people have to die before you experts stop miminalizing their deaths and value of their lives.
0/0	2,794 Covid Vaccine Deaths according to the CDC...
1/1	2.5 weeks until my second Pfizer shot! So close!
0/0	20 years from now, there will be commercials stating "If you were a guinea pig who received the recommended Covid vaccinations in 2021, you may be entitled to a large court settlement..."
1/1	200 recorded incidents out of 30 million doses given. More study is for sure needed, but a risk assessment at even a basic level makes itnpretty clear. Taking this vaccine is still less risky than not taking it.
0/0	2005 I GOT MY FIRST EVER FLU SHOT 2005 , AN GUESS WHAT, I GOT THE FLU SICK 2 WEEKS, SO NOW I DON'T FLY ANYMORE WEEKS
1/1	2021 is a year where people are more scared of the vaccine than the actual virus
1/0	21 F, got my second Moderna shot 4/6, sick as a DOG 4/7. Full body chills, exhaustion, migraine, stiffness, arm sore, low grade fever. My skin was so sensitive I couldn’t eat yogurt without it hurting, and I sweat through my shirt
1/1	21% of care home workers have not been vaccinated. Now that’s just irresponsible.
0/0	23 Norwegian elderly died after receiving the covid vaccin
0/0	23 dead in Norway from vaccine. How many in the U.S? Even one dead from vaccine is too many. Vaccine should save life not destroy and I do not see it saving
0/0/0/0	23 died in Norway after taking vaccine
1/1	23 million people already have it in the uk with zero symptoms and are perfectly fine
0/0	23 people who took the vaccine died in Norway.
1/1	24 hours later I’m extremely fatigued and I have slight nausea, fever and chills. Should be better after a few days. 👍🏽
1/1	24 hours out from my second shot of the Moderna vaccine and I’m feeling HOPE for the future!
0/0/0/0	246 fully vaccinated residents in Michigan just tested positive. Seems to be working good.
0/-1	29% of health care workers won’t get the vaccine either. Are they crazy too?
0/1	2:09 there are â€˜CURRENTLYâ€™ no reasons to be concerned about the vaccination.... I rest my case.
1/1	2nd Covid Vaccine booked
1/1/1	2nd dose done! Huge thank to all the NHS vaccine staff and scientists that made this vaccine rollout happen!
1/1	2nd dose in the bod!! Kind of amazed. God bless SCIENCE.
1/1	2nd dose of moderna with no side effects other than my ears keep popping. Which is really weird. Beats the hell out of a respirator, though.
1/1	2nd dose should be from the same vaccine taken earlier, in case of AZ or Covishield vac 2nd dose should be taken after 8 to 12 weeks to achieve better efficacy
1/1	2nd dose! happy to report ZERO side effects from 1st dose, and nothing yet from 2nd dose!
1/1	2nd shot of the Pfizer vaccine is DONE!!!!!!!!!!!! I can’t believe how ecstatic I feel!!!
1/-1	2st should be teacher
1/1	3 candidates for the vaccine and there al above 90% effective. Thank God
1/-1	3 days after I received first dose of Moderna, I was in bed all day. Tired as hell. Next day was better and one day after that I was down again not as bad but feel very tired with a headache and chills. So be prepared for some symptoms
1/0	3 days post Covid vaccine shot. On day two I felt a little tired. Day 3 I felt like somebody punched me in the arm. Besides that nothing else.
0/-1	3 elderly women given anti-rabies shots instead of Covid vaccine in UP's Shamli - The New Indian Express
0/0	3 lab rats were talking one says to the other "are you going to take the jab?" The other replied " are you crazy the human trials haven't ended yet" lol
0/0	3 of my family members just died after taking the vaccine!!! The vaccine is nothing but a bioweapon people!
0/0/0	3 people I know, all fully vaccinated, had anti body tests this week. ALL came back with NO anti bodies present! This vaccine DOES NOT stop you getting or transmitting Covid
1/1	3 reasons to take a vaccine: 1: 2: 3: haha jk jk 1: It helps your body fight off viruses; saying a virus will "naturally" go away is dumb. 2: You are less prone to becoming sick and dying. 3: You will be smart 2:
1/1	3 weeks after having the jab my long Covid has cleared up, such an improvement, it's fantastic.
1/1	3.4 million vaccinations reported administered to a country of ~340million. The official daily increase in reported administration was 1% of our entire population. Thats pretty incredible.
0/0	30 people already died from the vaccine in barcelona
1/1	32,326,604 people have now received the first dose of a vaccine and 8,170,081 have received a 2nd dose.
1/1	35 million doses administered in the U.S. so far. A third of the way to that 100-day goal!
0/-1	36k..u guys should just resign..Absolutely disgusting & hopeless..THIS GOVT IS THE WORST THING TO HAPPEN TO THIS COUNTRY.
0/0/0	3rd jab in the Autumn folks, Hancock has confirmed. How much toxin does this vile man want us to take?
1/1/1/1	4 hours since I had the COVID vaccine. I’ve had one severe side effect, I’m even sexier than before
0/0	4 medics in hospital in Lithuania died the same day they had the Astra Zeneca jab. It’s not for me!
1/1	4 people died. 1 from a heart attack and 1 other from old age. you can’t just blame that on the vaccine when their was 49.000 people in the test. Some of them were bound to have medical emergencies regardless
0	4. If you get sick or die the doctors and pharmaceutical companies can not be held accountable. You are part of the biggest experiment ever.
